bioguide_id,name,party,state,district,chamber,role,phone,website,leadership_role
G000597,Andrew R. Garbarino,Republican,NY,2,house,U.S. Representative,202-225-7896,https://garbarino.house.gov,
M000317,Nicole Malliotakis,Republican,NY,11,house,U.S. Representative,202-225-3371,https://malliotakis.house.gov,
T000486,Ritchie Torres,Democratic,NY,15,house,U.S. Representative,202-225-4361,https://ritchietorres.house.gov,
B000740,Stephanie I. Bice,Republican,OK,5,house,U.S. Representative,202-225-2132,https://bice.house.gov,
B000668,Cliff Bentz,Republican,OR,2,house,U.S. Representative,202-225-6730,https://bentz.house.gov,
M000194,Nancy Mace,Republican,SC,1,house,U.S. Representative,202-225-3176,https://mace.house.gov,
H001086,Diana Harshbarger,Republican,TN,1,house,U.S. Representative,202-225-6356,https://harshbarger.house.gov,
F000246,Pat Fallon,Republican,TX,4,house,U.S. Representative,202-225-6673,https://fallon.house.gov,
P000048,August Pfluger,Republican,TX,11,house,U.S. Representative,202-225-3605,https://pfluger.house.gov,
J000304,Ronny Jackson,Republican,TX,13,house,U.S. Representative,202-225-3706,https://jackson.house.gov,
N000026,Troy E. Nehls,Republican,TX,22,house,U.S. Representative,202-225-5951,https://nehls.house.gov,
G000594,Tony Gonzales,Republican,TX,23,house,U.S. Representative,202-225-4511,https://gonzales.house.gov,
V000134,Beth Van Duyne,Republican,TX,24,house,U.S. Representative,202-225-6605,https://vanduyne.house.gov,
M001213,Blake D. Moore,Republican,UT,1,house,U.S. Representative,202-225-0453,https://blakemoore.house.gov,
O000086,Burgess Owens,Republican,UT,4,house,U.S. Representative,202-225-3011,https://owens.house.gov,
S001159,Marilyn Strickland,Democratic,WA,10,house,U.S. Representative,202-225-9740,https://strickland.house.gov,
F000471,Scott Fitzgerald,Republican,WI,5,house,U.S. Representative,202-225-5101,https://fitzgerald.house.gov,
T000478,Claudia Tenney,Republican,NY,24,house,U.S. Representative,202-225-3665,https://tenney.house.gov,
L000595,Julia Letlow,Republican,LA,5,house,U.S. Representative,202-225-8490,https://letlow.house.gov,
C001125,Troy A. Carter,Democratic,LA,2,house,U.S. Representative,202-225-6636,https://troycarter.house.gov,
S001218,Melanie A. Stansbury,Democratic,NM,1,house,U.S. Representative,202-225-6316,https://stansbury.house.gov,
E000071,Jake Ellzey,Republican,TX,6,house,U.S. Representative,202-225-2002,https://ellzey.house.gov,
B001313,Shontel M. Brown,Democratic,OH,11,house,U.S. Representative,202-225-7032,https://shontelbrown.house.gov,
K000401,Kevin Kiley,Republican,CA,3,house,U.S. Representative,202-225-2523,https://kiley.house.gov,
M001225,Kevin Mullin,Democratic,CA,15,house,U.S. Representative,202-225-3531,https://kevinmullin.house.gov,
K000400,Sydney Kamlager-Dove,Democratic,CA,37,house,U.S. Representative,202-225-7084,https://kamlager-dove.house.gov,
G000598,Robert Garcia,Democratic,CA,42,house,U.S. Representative,202-225-7924,https://robertgarcia.house.gov,
P000620,Brittany Pettersen,Democratic,CO,7,house,U.S. Representative,202-225-2645,https://pettersen.house.gov,
B001314,Aaron Bean,Republican,FL,4,house,U.S. Representative,202-225-0123,https://bean.house.gov,
M001216,Cory Mills,Republican,FL,7,house,U.S. Representative,202-225-4035,https://mills.house.gov,
O000174,Jon Ossoff,Democratic,GA,,senate,U.S. Senator,202-224-3521,https://www.ossoff.senate.gov,
W000790,Raphael G. Warnock,Democratic,GA,,senate,U.S. Senator,202-224-3643,https://www.warnock.senate.gov,
C001132,Elijah Crane,Republican,AZ,2,house,U.S. Representative,202-225-3361,https://crane.house.gov,
C001133,Juan Ciscomani,Republican,AZ,6,house,U.S. Representative,202-225-2542,https://ciscomani.house.gov,
F000476,Maxwell Frost,Democratic,FL,10,house,U.S. Representative,202-225-2176,https://frost.house.gov,
L000596,Anna Paulina Luna,Republican,FL,13,house,U.S. Representative,202-225-5961,https://luna.house.gov,
L000597,Laurel M. Lee,Republican,FL,15,house,U.S. Representative,202-225-5626,https://laurellee.house.gov,
M001217,Jared Moskowitz,Democratic,FL,23,house,U.S. Representative,202-225-3001,https://moskowitz.house.gov,
R000605,Mike Rounds,Republican,SD,,senate,U.S. Senator,202-224-5842,https://www.rounds.senate.gov,
C001114,John R. Curtis,Republican,UT,,senate,U.S. Senator,202-224-5251,https://www.curtis.senate.gov,
K000377,Mark Kelly,Democratic,AZ,,senate,U.S. Senator,202-224-2235,https://www.kelly.senate.gov,
B001319,Katie Boyd Britt,Republican,AL,,senate,U.S. Senator,202-224-5744,https://www.britt.senate.gov,
S001227,Eric Schmitt,Republican,MO,,senate,U.S. Senator,202-224-5721,https://www.schmitt.senate.gov,
F000479,John Fetterman,Democratic,PA,,senate,U.S. Senator,202-224-4254,https://www.fetterman.senate.gov,
N000193,Zachary Nunn,Republican,IA,3,house,U.S. Representative,202-225-5476,https://nunn.house.gov,
J000309,Jonathan L. Jackson,Democratic,IL,1,house,U.S. Representative,202-225-4372,https://jonathanjackson.house.gov,
R000617,Delia C. Ramirez,Democratic,IL,3,house,U.S. Representative,202-225-5701,https://ramirez.house.gov,
B001315,Nikki Budzinski,Democratic,IL,13,house,U.S. Representative,202-225-2371,https://budzinski.house.gov,
S001225,Eric Sorensen,Democratic,IL,17,house,U.S. Representative,202-225-5905,https://sorensen.house.gov,
H001093,Erin Houchin,Republican,IN,9,house,U.S. Representative,202-225-5315,https://houchin.house.gov,
M001220,Morgan McGarvey,Democratic,KY,3,house,U.S. Representative,202-225-5401,https://mcgarvey.house.gov,
I000058,Glenn Ivey,Democratic,MD,4,house,U.S. Representative,202-225-8699,https://ivey.house.gov,
S001221,Hillary J. Scholten,Democratic,MI,3,house,U.S. Representative,202-225-3831,https://scholten.house.gov,
J000307,John James,Republican,MI,10,house,U.S. Representative,202-225-4961,https://james.house.gov,
T000488,Shri Thanedar,Democratic,MI,13,house,U.S. Representative,202-225-5802,https://thanedar.house.gov,
A000379,Mark Alford,Republican,MO,4,house,U.S. Representative,202-225-2876,https://alford.house.gov,
B001316,Eric Burlison,Republican,MO,7,house,U.S. Representative,202-225-6536,https://burlison.house.gov,
E000235,Mike Ezell,Republican,MS,4,house,U.S. Representative,202-225-5772,https://ezell.house.gov,
D000230,Donald G. Davis,Democratic,NC,1,house,U.S. Representative,202-225-3101,https://dondavis.house.gov,
F000477,Valerie P. Foushee,Democratic,NC,4,house,U.S. Representative,202-225-1784,https://foushee.house.gov,
E000246,Chuck Edwards,Republican,NC,11,house,U.S. Representative,202-225-6401,https://edwards.house.gov,
K000398,"Thomas H. Kean, Jr.",Republican,NJ,7,house,U.S. Representative,202-225-5361,https://kean.house.gov,
M001226,Robert Menendez,Democratic,NJ,8,house,U.S. Representative,202-225-7919,https://menendez.house.gov,
V000136,Gabe Vasquez,Democratic,NM,2,house,U.S. Representative,202-225-2365,https://vasquez.house.gov,
L000598,Nick LaLota,Republican,NY,1,house,U.S. Representative,202-225-3826,https://lalota.house.gov,
G000599,Daniel S. Goldman,Democratic,NY,10,house,U.S. Representative,202-225-7944,https://goldman.house.gov,
L000599,Michael Lawler,Republican,NY,17,house,U.S. Representative,202-225-6506,https://lawler.house.gov,
L000600,Nicholas A. Langworthy,Republican,NY,23,house,U.S. Representative,202-225-3161,https://langworthy.house.gov,
L000601,Greg Landsman,Democratic,OH,1,house,U.S. Representative,202-225-2216,https://landsman.house.gov,
M001222,Max L. Miller,Republican,OH,7,house,U.S. Representative,202-225-3876,https://maxmiller.house.gov,
S001223,Emilia Strong Sykes,Democratic,OH,13,house,U.S. Representative,202-225-6265,https://sykes.house.gov,
B001317,Josh Brecheen,Republican,OK,2,house,U.S. Representative,202-225-2701,https://brecheen.house.gov,
H001094,Val T. Hoyle,Democratic,OR,4,house,U.S. Representative,202-225-6416,https://hoyle.house.gov,
S001226,Andrea Salinas,Democratic,OR,6,house,U.S. Representative,202-225-5643,https://salinas.house.gov,
L000602,Summer L. Lee,Democratic,PA,12,house,U.S. Representative,202-225-2135,https://summerlee.house.gov,
D000530,Christopher R. Deluzio,Democratic,PA,17,house,U.S. Representative,202-225-2301,https://deluzio.house.gov,
O000175,Andrew Ogles,Republican,TN,5,house,U.S. Representative,202-225-4311,https://ogles.house.gov,
S001224,Keith Self,Republican,TX,3,house,U.S. Representative,202-225-4201,https://keithself.house.gov,
L000603,Morgan Luttrell,Republican,TX,8,house,U.S. Representative,202-225-4901,https://luttrell.house.gov,
D000594,Monica De La Cruz,Republican,TX,15,house,U.S. Representative,202-225-9901,https://delacruz.house.gov,
C001130,Jasmine Crockett,Democratic,TX,30,house,U.S. Representative,202-225-8885,https://crockett.house.gov,
C001131,Greg Casar,Democratic,TX,35,house,U.S. Representative,202-225-5645,https://casar.house.gov,
H001095,Wesley Hunt,Republican,TX,38,house,U.S. Representative,202-225-5646,https://hunt.house.gov,
K000399,Jennifer A. Kiggans,Republican,VA,2,house,U.S. Representative,202-225-4215,https://kiggans.house.gov,
B001318,Becca Balint,Democratic,VT,0,house,U.S. Representative,202-225-4115,https://balint.house.gov,
G000600,Marie Gluesenkamp Perez,Democratic,WA,3,house,U.S. Representative,202-225-3536,https://gluesenkampperez.house.gov,
V000135,Derrick Van Orden,Republican,WI,3,house,U.S. Representative,202-225-5506,https://vanorden.house.gov,
H001096,Harriet M. Hageman,Republican,WY,0,house,U.S. Representative,202-225-2311,https://hageman.house.gov,
M001227,Jennifer L. McClellan,Democratic,VA,4,house,U.S. Representative,202-225-6365,https://mcclellan.house.gov,
A000380,Gabe Amo,Democratic,RI,1,house,U.S. Representative,202-225-4911,https://amo.house.gov,
M001228,Celeste Maloy,Republican,UT,2,house,U.S. Representative,202-225-9730,https://maloy.house.gov,
S001201,Thomas R. Suozzi,Democratic,NY,3,house,U.S. Representative,202-225-3335,https://suozzi.house.gov,
K000402,Timothy M. Kennedy,Democratic,NY,26,house,U.S. Representative,202-225-3306,https://kennedy.house.gov,
F000480,Vince Fong,Republican,CA,20,house,U.S. Representative,202-225-2915,https://fong.house.gov,
R000619,Michael A. Rulli,Republican,OH,6,house,U.S. Representative,202-225-5705,https://rulli.house.gov,
M001229,LaMonica McIver,Democratic,NJ,10,house,U.S. Representative,202-225-3436,https://mciver.house.gov,
W000829,Tony Wied,Republican,WI,8,house,U.S. Representative,202-225-5665,https://wied.house.gov,
F000110,Cleo Fields,Democratic,LA,6,house,U.S. Representative,202-225-3901,https://fields.house.gov,
S001188,Marlin A. Stutzman,Republican,IN,3,house,U.S. Representative,202-225-4436,https://stutzman.house.gov,
C001123,"Gilbert Ray Cisneros, Jr.",Democratic,CA,31,house,U.S. Representative,202-225-5256,https://cisneros.house.gov,
B001323,Nicholas J. Begich III,Republican,AK,0,house,U.S. Representative,202-225-5765,https://begich.house.gov,
F000481,Shomari Figures,Democratic,AL,2,house,U.S. Representative,202-225-4931,https://figures.house.gov,
A000381,Yassamin Ansari,Democratic,AZ,3,house,U.S. Representative,202-225-4065,https://ansari.house.gov,
H001098,Abraham J. Hamadeh,Republican,AZ,8,house,U.S. Representative,202-225-4576,https://hamadeh.house.gov,
S001231,Lateefah Simon,Democratic,CA,12,house,U.S. Representative,202-225-2661,https://simon.house.gov,
A000382,Angela D. Alsobrooks,Democratic,MD,,senate,U.S. Senator,202-224-4524,https://www.alsobrooks.senate.gov,
S001232,Tim Sheehy,Republican,MT,,senate,U.S. Senator,202-224-2644,https://www.sheehy.senate.gov,
M001242,Bernie Moreno,Republican,OH,,senate,U.S. Senator,202-224-2315,https://www.moreno.senate.gov,
M001243,David McCormick,Republican,PA,,senate,U.S. Senator,202-224-6324,https://www.mccormick.senate.gov,
G000605,Adam Gray,Democratic,CA,13,house,U.S. Representative,202-225-1947,https://gray.house.gov,
L000607,Sam T. Liccardo,Democratic,CA,16,house,U.S. Representative,202-225-8104,https://liccardo.house.gov,
W000830,George Whitesides,Democratic,CA,27,house,U.S. Representative,202-225-1956,https://whitesides.house.gov,
R000620,Luz M. Rivas,Democratic,CA,29,house,U.S. Representative,202-225-6131,https://rivas.house.gov,
F000483,Laura Friedman,Democratic,CA,30,house,U.S. Representative,202-225-4176,https://friedman.house.gov,
T000491,Derek Tran,Democratic,CA,45,house,U.S. Representative,202-225-2415,https://tran.house.gov,
M001241,Dave Min,Democratic,CA,47,house,U.S. Representative,202-225-5611,https://min.house.gov,
H001100,Jeff Hurd,Republican,CO,3,house,U.S. Representative,202-225-4676,https://hurd.house.gov,
C001137,Jeff Crank,Republican,CO,5,house,U.S. Representative,202-225-4422,https://crank.house.gov,
E000300,Gabe Evans,Republican,CO,8,house,U.S. Representative,202-225-5625,https://gabeevans.house.gov,
M001238,Sarah McBride,Democratic,DE,0,house,U.S. Representative,202-225-4165,https://mcbride.house.gov,
H001099,Mike Haridopolos,Republican,FL,8,house,U.S. Representative,202-225-3671,https://haridopolos.house.gov,
J000311,Brian Jack,Republican,GA,3,house,U.S. Representative,202-225-5901,https://jack.house.gov,
S001229,Jefferson Shreve,Republican,IN,6,house,U.S. Representative,202-225-3021,https://shreve.house.gov,
M001233,Mark B. Messmer,Republican,IN,8,house,U.S. Representative,202-225-4636,https://messmer.house.gov,
S001228,Derek Schmidt,Republican,KS,2,house,U.S. Representative,202-225-6601,https://schmidt.house.gov,
O000176,"Johnny Olszewski, Jr.",Democratic,MD,2,house,U.S. Representative,202-225-3061,https://olszewski.house.gov,
E000301,Sarah Elfreth,Democratic,MD,3,house,U.S. Representative,202-225-4016,https://elfreth.house.gov,
M001232,April McClain Delaney,Democratic,MD,6,house,U.S. Representative,202-225-2721,https://mcclaindelaney.house.gov,
B001321,Tom Barrett,Republican,MI,7,house,U.S. Representative,202-225-4872,https://barrett.house.gov,
M001237,Kristen McDonald Rivet,Democratic,MI,8,house,U.S. Representative,202-225-3611,https://mcdonaldrivet.house.gov,
M001234,Kelly Morrison,Democratic,MN,3,house,U.S. Representative,202-225-2871,https://morrison.house.gov,
B001324,Wesley Bell,Democratic,MO,1,house,U.S. Representative,202-225-2406,https://bell.house.gov,
O000177,"Robert F. Onder, Jr.",Republican,MO,3,house,U.S. Representative,202-225-2956,https://onder.house.gov,
K000404,Kimberlyn King-Hinds,Republican,MP,0,house,U.S. Representative,202-225-2646,https://king-hinds.house.gov,
D000634,Troy Downing,Republican,MT,2,house,U.S. Representative,202-225-3211,https://downing.house.gov,
M001240,Addison P. McDowell,Republican,NC,6,house,U.S. Representative,202-225-3065,https://mcdowell.house.gov,
H001102,Mark Harris,Republican,NC,8,house,U.S. Representative,202-225-1976,https://markharris.house.gov,
H001101,Pat Harrigan,Republican,NC,10,house,U.S. Representative,202-225-2576,https://harrigan.house.gov,
K000405,Brad Knott,Republican,NC,13,house,U.S. Representative,202-225-4531,https://knott.house.gov,
M001236,Tim Moore,Republican,NC,14,house,U.S. Representative,202-225-5634,https://timmoore.house.gov,
F000482,Julie Fedorchak,Republican,ND,0,house,U.S. Representative,202-225-2611,https://fedorchak.house.gov,
G000604,Maggie Goodlander,Democratic,NH,2,house,U.S. Representative,202-225-5206,https://goodlander.house.gov,
C001136,"Herbert C. Conaway, Jr.",Democratic,NJ,3,house,U.S. Representative,202-225-4765,https://conaway.house.gov,
P000621,Nellie Pou,Democratic,NJ,9,house,U.S. Representative,202-225-5751,https://pou.house.gov,
M001231,John W. Mannion,Democratic,NY,22,house,U.S. Representative,202-225-3701,https://mannion.house.gov,
T000490,David J. Taylor,Republican,OH,2,house,U.S. Representative,202-225-3164,https://taylor.house.gov,
D000635,Maxine Dexter,Democratic,OR,3,house,U.S. Representative,202-225-4811,https://dexter.house.gov,
B001326,Janelle S. Bynum,Democratic,OR,5,house,U.S. Representative,202-225-5711,https://bynum.house.gov,
M001230,Ryan Mackenzie,Republican,PA,7,house,U.S. Representative,202-225-6411,https://mackenzie.house.gov,
B001327,"Robert P. Bresnahan, Jr.",Republican,PA,8,house,U.S. Representative,202-225-5546,https://bresnahan.house.gov,
H001103,Pablo José Hernández,Democratic,PR,0,house,U.S. Representative,202-225-2615,https://hernandez.house.gov,
B001325,Sheri Biggs,Republican,SC,3,house,U.S. Representative,202-225-5301,https://sheribiggs.house.gov,
G000601,Craig A. Goldman,Republican,TX,12,house,U.S. Representative,202-225-5071,https://craiggoldman.house.gov,
G000603,Brandon Gill,Republican,TX,26,house,U.S. Representative,202-225-7772,https://gill.house.gov,
J000310,Julie Johnson,Democratic,TX,32,house,U.S. Representative,202-225-2231,https://juliejohnson.house.gov,
K000403,Mike Kennedy,Republican,UT,3,house,U.S. Representative,202-225-7751,https://mikekennedy.house.gov,
M001239,John J. McGuire III,Republican,VA,5,house,U.S. Representative,202-225-4711,https://mcguire.house.gov,
V000138,Eugene Simon Vindman,Democratic,VA,7,house,U.S. Representative,202-225-2815,https://vindman.house.gov,
S001230,Suhas Subramanyam,Democratic,VA,10,house,U.S. Representative,202-225-5136,https://subramanyam.house.gov,
B001322,Michael Baumgartner,Republican,WA,5,house,U.S. Representative,202-225-2006,https://baumgartner.house.gov,
R000621,Emily Randall,Democratic,WA,6,house,U.S. Representative,202-225-5916,https://randall.house.gov,
M001235,Riley M. Moore,Republican,WV,2,house,U.S. Representative,202-225-2711,https://rileymoore.house.gov,
P000622,Jimmy Patronis,Republican,FL,1,house,U.S. Representative,202-225-4136,https://patronis.house.gov,
F000484,Randy Fine,Republican,FL,6,house,U.S. Representative,202-225-2706,https://fine.house.gov,
J000312,James C. Justice,Republican,WV,,senate,U.S. Senator,202-224-3954,https://www.justice.senate.gov,
H001104,Jon Husted,Republican,OH,,senate,U.S. Senator,202-224-3353,https://www.husted.senate.gov,
M001244,Ashley Moody,Republican,FL,,senate,U.S. Senator,202-224-3041,https://www.moody.senate.gov,
L000578,Doug LaMalfa,Republican,CA,1,house,U.S. Representative,202-225-3076,https://lamalfa.house.gov,
T000476,Thom Tillis,Republican,NC,,senate,U.S. Senator,202-224-6342,https://www.tillis.senate.gov,
G000576,Glenn Grothman,Republican,WI,6,house,U.S. Representative,202-225-2476,https://grothman.house.gov,
R000600,Aumua Amata Coleman Radewagen,Republican,AS,0,house,U.S. Representative,202-225-8577,https://radewagen.house.gov,
K000394,Andy Kim,Democratic,NJ,,senate,U.S. Senator,202-224-4744,https://www.kim.senate.gov,
S001207,Mikie Sherrill,Democratic,NJ,11,house,U.S. Representative,202-225-5034,https://sherrill.house.gov,
G000596,Marjorie Taylor Greene,Republican,GA,14,house,U.S. Representative,202-225-5211,https://greene.house.gov,
M001218,Richard McCormick,Republican,GA,7,house,U.S. Representative,202-225-4272,https://mccormick.house.gov,
C001129,Mike Collins,Republican,GA,10,house,U.S. Representative,202-225-4101,https://collins.house.gov,
M001219,James C. Moylan,Republican,GU,0,house,U.S. Representative,202-225-1188,https://moylan.house.gov,
T000487,Jill N. Tokuda,Democratic,HI,2,house,U.S. Representative,202-225-4906,https://tokuda.house.gov,
W000831,James R. Walkinshaw,Democratic,VA,11,house,U.S. Representative,202-225-1492,,
G000606,Adelita S. Grijalva,Democratic,AZ,7,house,U.S. Representative,202-225-2435,https://grijalva.house.gov/,
V000139,Matt Van Epps,Republican,TN,7,house,U.S. Representative,202-225-2811,https://vanepps.house.gov/,
